"","score","asfeeling"
"57566",27,"Unfavorable"
"57567",37,"Unfavorable"
"57568",71,"Lightly Favorable"
"57569",100,"Strongly Favorable"
"57570",12,"Strongly unfavorable"
"57571",85,"Strongly Favorable"
"57572",65,"Lightly Favorable"
"57573",4,"Strongly unfavorable"
"57574",55,"Lightly Favorable"
"57575",50,"Unfavorable"
"57576",18,"Strongly unfavorable"
"57577",81,"Strongly Favorable"
"57578",85,"Strongly Favorable"
"57579",11,"Strongly unfavorable"
"57580",41,"Unfavorable"
"57581",65,"Lightly Favorable"
"57582",98,"Strongly Favorable"
"57583",55,"Lightly Favorable"
"57584",78,"Strongly Favorable"
"57585",80,"Strongly Favorable"
"57586",93,"Strongly Favorable"
"57587",95,"Strongly Favorable"
"57588",100,"Strongly Favorable"
"57589",88,"Strongly Favorable"
"57590",44,"Unfavorable"
"57591",78,"Strongly Favorable"
"57592",93,"Strongly Favorable"
"57593",50,"Unfavorable"
"57594",4,"Strongly unfavorable"
"57595",10,"Strongly unfavorable"
"57596",41,"Unfavorable"
"57597",59,"Lightly Favorable"
"57598",45,"Unfavorable"
"57599",99,"Strongly Favorable"
"57600",61,"Lightly Favorable"
"57601",1,"Strongly unfavorable"
"57602",10,"Strongly unfavorable"
"57603",22,"Strongly unfavorable"
"57604",99,"Strongly Favorable"
"57605",53,"Lightly Favorable"
"57606",98,"Strongly Favorable"
"57607",27,"Unfavorable"
"57608",51,"Lightly Favorable"
"57609",97,"Strongly Favorable"
"57610",49,"Unfavorable"
"57611",100,"Strongly Favorable"
"57612",10,"Strongly unfavorable"
"57613",56,"Lightly Favorable"
"57614",64,"Lightly Favorable"
"57615",80,"Strongly Favorable"
"57616",72,"Lightly Favorable"
"57617",1,"Strongly unfavorable"
"57618",97,"Strongly Favorable"
"57619",90,"Strongly Favorable"
"57620",100,"Strongly Favorable"
"57621",30,"Unfavorable"
"57622",0,"Strongly unfavorable"
"57623",70,"Lightly Favorable"
"57624",90,"Strongly Favorable"
"57625",50,"Unfavorable"
"57626",52,"Lightly Favorable"
"57627",95,"Strongly Favorable"
"57628",51,"Lightly Favorable"
"57629",27,"Unfavorable"
"57630",100,"Strongly Favorable"
"57631",53,"Lightly Favorable"
"57632",97,"Strongly Favorable"
"57633",60,"Lightly Favorable"
"57634",75,"Lightly Favorable"
"57635",99,"Strongly Favorable"
"57636",74,"Lightly Favorable"
"57637",40,"Unfavorable"
"57638",92,"Strongly Favorable"
"57639",2,"Strongly unfavorable"
"57640",100,"Strongly Favorable"
"57641",90,"Strongly Favorable"
"57642",51,"Lightly Favorable"
"57643",22,"Strongly unfavorable"
"57644",10,"Strongly unfavorable"
"57645",9,"Strongly unfavorable"
"57646",46,"Unfavorable"
"57647",51,"Lightly Favorable"
"57648",91,"Strongly Favorable"
"57649",21,"Strongly unfavorable"
"57650",99,"Strongly Favorable"
"57651",100,"Strongly Favorable"
"57652",0,"Strongly unfavorable"
"57653",25,"Strongly unfavorable"
"57654",35,"Unfavorable"
"57655",68,"Lightly Favorable"
"57656",50,"Unfavorable"
"57657",41,"Unfavorable"
"57658",50,"Unfavorable"
"57659",2,"Strongly unfavorable"
"57660",100,"Strongly Favorable"
"57661",75,"Lightly Favorable"
"57662",11,"Strongly unfavorable"
"57663",6,"Strongly unfavorable"
"57664",6,"Strongly unfavorable"
"57665",5,"Strongly unfavorable"
"57666",8,"Strongly unfavorable"
"57667",19,"Strongly unfavorable"
"57668",32,"Unfavorable"
"57669",0,"Strongly unfavorable"
"57670",55,"Lightly Favorable"
"57671",100,"Strongly Favorable"
"57672",1,"Strongly unfavorable"
"57673",79,"Strongly Favorable"
"57674",82,"Strongly Favorable"
"57675",79,"Strongly Favorable"
"57676",90,"Strongly Favorable"
"57677",51,"Lightly Favorable"
"57678",50,"Unfavorable"
"57679",10,"Strongly unfavorable"
"57680",40,"Unfavorable"
"57681",1,"Strongly unfavorable"
"57682",50,"Unfavorable"
"57683",80,"Strongly Favorable"
"57684",97,"Strongly Favorable"
"57685",11,"Strongly unfavorable"
"57686",50,"Unfavorable"
"57687",93,"Strongly Favorable"
"57688",60,"Lightly Favorable"
"57689",31,"Unfavorable"
"57690",23,"Strongly unfavorable"
"57691",11,"Strongly unfavorable"
"57692",51,"Lightly Favorable"
"57693",70,"Lightly Favorable"
"57694",77,"Strongly Favorable"
"57695",6,"Strongly unfavorable"
"57696",54,"Lightly Favorable"
"57697",78,"Strongly Favorable"
"57698",13,"Strongly unfavorable"
"57699",15,"Strongly unfavorable"
"57700",7,"Strongly unfavorable"
"57701",29,"Unfavorable"
"57702",2,"Strongly unfavorable"
"57703",40,"Unfavorable"
"57704",87,"Strongly Favorable"
"57705",15,"Strongly unfavorable"
"57706",0,"Strongly unfavorable"
"57707",30,"Unfavorable"
"57708",0,"Strongly unfavorable"
"57709",100,"Strongly Favorable"
"57710",49,"Unfavorable"
"57711",67,"Lightly Favorable"
"57712",10,"Strongly unfavorable"
"57713",36,"Unfavorable"
"57714",82,"Strongly Favorable"
"57715",58,"Lightly Favorable"
"57716",3,"Strongly unfavorable"
"57717",50,"Unfavorable"
"57718",5,"Strongly unfavorable"
"57719",29,"Unfavorable"
"57720",77,"Strongly Favorable"
"57721",90,"Strongly Favorable"
"57722",1,"Strongly unfavorable"
"57723",93,"Strongly Favorable"
"57724",1,"Strongly unfavorable"
"57725",95,"Strongly Favorable"
"57726",30,"Unfavorable"
"57727",6,"Strongly unfavorable"
"57728",98,"Strongly Favorable"
"57729",7,"Strongly unfavorable"
"57730",10,"Strongly unfavorable"
"57731",1,"Strongly unfavorable"
"57732",31,"Unfavorable"
"57733",24,"Strongly unfavorable"
"57734",46,"Unfavorable"
"57735",21,"Strongly unfavorable"
"57736",1,"Strongly unfavorable"
"57737",11,"Strongly unfavorable"
"57738",75,"Lightly Favorable"
"57739",49,"Unfavorable"
"57740",30,"Unfavorable"
"57741",21,"Strongly unfavorable"
"57742",7,"Strongly unfavorable"
"57743",100,"Strongly Favorable"
"57744",55,"Lightly Favorable"
"57745",51,"Lightly Favorable"
"57746",0,"Strongly unfavorable"
"57747",41,"Unfavorable"
"57748",4,"Strongly unfavorable"
"57749",50,"Unfavorable"
"57750",31,"Unfavorable"
"57751",98,"Strongly Favorable"
"57752",32,"Unfavorable"
"57753",0,"Strongly unfavorable"
"57754",48,"Unfavorable"
"57755",20,"Strongly unfavorable"
"57756",21,"Strongly unfavorable"
"57757",6,"Strongly unfavorable"
"57758",25,"Strongly unfavorable"
"57759",50,"Unfavorable"
"57760",80,"Strongly Favorable"
"57761",60,"Lightly Favorable"
"57762",0,"Strongly unfavorable"
"57763",26,"Unfavorable"
"57764",82,"Strongly Favorable"
"57765",56,"Lightly Favorable"
"57766",99,"Strongly Favorable"
"57767",10,"Strongly unfavorable"
"57768",100,"Strongly Favorable"
"57769",52,"Lightly Favorable"
"57770",12,"Strongly unfavorable"
"57771",80,"Strongly Favorable"
"57772",24,"Strongly unfavorable"
"57773",38,"Unfavorable"
"57774",48,"Unfavorable"
"57775",40,"Unfavorable"
"57776",0,"Strongly unfavorable"
"57777",99,"Strongly Favorable"
"57778",60,"Lightly Favorable"
"57779",75,"Lightly Favorable"
"57780",92,"Strongly Favorable"
"57781",25,"Strongly unfavorable"
"57782",10,"Strongly unfavorable"
"57783",84,"Strongly Favorable"
"57784",46,"Unfavorable"
"57785",100,"Strongly Favorable"
"57786",70,"Lightly Favorable"
"57787",20,"Strongly unfavorable"
"57788",50,"Unfavorable"
"57789",79,"Strongly Favorable"
"57790",28,"Unfavorable"
"57791",2,"Strongly unfavorable"
"57792",60,"Lightly Favorable"
"57793",100,"Strongly Favorable"
"57794",100,"Strongly Favorable"
"57795",60,"Lightly Favorable"
"57796",0,"Strongly unfavorable"
"57797",100,"Strongly Favorable"
"57798",29,"Unfavorable"
"57799",30,"Unfavorable"
"57800",45,"Unfavorable"
"57801",20,"Strongly unfavorable"
"57802",100,"Strongly Favorable"
"57803",36,"Unfavorable"
"57804",80,"Strongly Favorable"
"57805",26,"Unfavorable"
"57806",75,"Lightly Favorable"
"57807",47,"Unfavorable"
"57808",41,"Unfavorable"
"57809",19,"Strongly unfavorable"
"57810",56,"Lightly Favorable"
"57811",53,"Lightly Favorable"
"57812",27,"Unfavorable"
"57813",27,"Unfavorable"
"57814",52,"Lightly Favorable"
"57815",26,"Unfavorable"
"57816",41,"Unfavorable"
"57817",8,"Strongly unfavorable"
"57818",2,"Strongly unfavorable"
"57819",50,"Unfavorable"
"57820",87,"Strongly Favorable"
"57821",0,"Strongly unfavorable"
"57822",20,"Strongly unfavorable"
"57823",30,"Unfavorable"
"57824",4,"Strongly unfavorable"
"57825",38,"Unfavorable"
"57826",97,"Strongly Favorable"
"57827",95,"Strongly Favorable"
"57828",31,"Unfavorable"
"57829",89,"Strongly Favorable"
"57830",26,"Unfavorable"
"57831",50,"Unfavorable"
"57832",56,"Lightly Favorable"
"57833",56,"Lightly Favorable"
"57834",28,"Unfavorable"
"57835",2,"Strongly unfavorable"
"57836",45,"Unfavorable"
"57837",56,"Lightly Favorable"
"57838",3,"Strongly unfavorable"
"57839",19,"Strongly unfavorable"
"57840",15,"Strongly unfavorable"
"57841",11,"Strongly unfavorable"
"57842",51,"Lightly Favorable"
"57843",8,"Strongly unfavorable"
"57844",11,"Strongly unfavorable"
"57845",50,"Unfavorable"
"57846",50,"Unfavorable"
"57847",11,"Strongly unfavorable"
"57848",50,"Unfavorable"
"57849",3,"Strongly unfavorable"
"57850",55,"Lightly Favorable"
"57851",0,"Strongly unfavorable"
"57852",51,"Lightly Favorable"
"57853",25,"Strongly unfavorable"
"57854",9,"Strongly unfavorable"
"57855",0,"Strongly unfavorable"
"57856",4,"Strongly unfavorable"
"57857",91,"Strongly Favorable"
"57858",50,"Unfavorable"
"57859",25,"Strongly unfavorable"
"57860",25,"Strongly unfavorable"
"57861",95,"Strongly Favorable"
"57862",100,"Strongly Favorable"
"57863",70,"Lightly Favorable"
"57864",82,"Strongly Favorable"
"57865",2,"Strongly unfavorable"
"57866",21,"Strongly unfavorable"
"57867",64,"Lightly Favorable"
"57868",36,"Unfavorable"
"57869",31,"Unfavorable"
"57870",14,"Strongly unfavorable"
"57871",48,"Unfavorable"
"57872",100,"Strongly Favorable"
"57873",93,"Strongly Favorable"
"57874",0,"Strongly unfavorable"
"57875",24,"Strongly unfavorable"
"57876",0,"Strongly unfavorable"
"57877",31,"Unfavorable"
"57878",100,"Strongly Favorable"
"57879",8,"Strongly unfavorable"
"57880",100,"Strongly Favorable"
"57881",99,"Strongly Favorable"
"57882",9,"Strongly unfavorable"
"57883",3,"Strongly unfavorable"
"57884",50,"Unfavorable"
"57885",76,"Strongly Favorable"
"57886",50,"Unfavorable"
"57887",50,"Unfavorable"
"57888",100,"Strongly Favorable"
"57889",80,"Strongly Favorable"
"57890",52,"Lightly Favorable"
"57891",3,"Strongly unfavorable"
"57892",10,"Strongly unfavorable"
"57893",5,"Strongly unfavorable"
"57894",98,"Strongly Favorable"
"57895",97,"Strongly Favorable"
"57896",80,"Strongly Favorable"
"57897",77,"Strongly Favorable"
"57898",84,"Strongly Favorable"
"57899",80,"Strongly Favorable"
"57900",31,"Unfavorable"
"57901",6,"Strongly unfavorable"
"57902",58,"Lightly Favorable"
"57903",52,"Lightly Favorable"
"57904",44,"Unfavorable"
"57905",99,"Strongly Favorable"
"57906",100,"Strongly Favorable"
"57907",100,"Strongly Favorable"
"57908",33,"Unfavorable"
"57909",75,"Lightly Favorable"
"57910",100,"Strongly Favorable"
"57911",95,"Strongly Favorable"
"57912",22,"Strongly unfavorable"
"57913",54,"Lightly Favorable"
"57914",75,"Lightly Favorable"
"57915",94,"Strongly Favorable"
"57916",100,"Strongly Favorable"
"57917",1,"Strongly unfavorable"
"57918",50,"Unfavorable"
"57919",1,"Strongly unfavorable"
"57920",50,"Unfavorable"
"57921",50,"Unfavorable"
"57922",11,"Strongly unfavorable"
"57923",10,"Strongly unfavorable"
"57924",34,"Unfavorable"
"57925",0,"Strongly unfavorable"
"57926",79,"Strongly Favorable"
"57927",15,"Strongly unfavorable"
"57928",42,"Unfavorable"
"57929",75,"Lightly Favorable"
"57930",77,"Strongly Favorable"
"57931",18,"Strongly unfavorable"
"57932",47,"Unfavorable"
"57933",55,"Lightly Favorable"
"57934",50,"Unfavorable"
"57935",25,"Strongly unfavorable"
"57936",5,"Strongly unfavorable"
"57937",54,"Lightly Favorable"
"57938",53,"Lightly Favorable"
"57939",86,"Strongly Favorable"
"57940",0,"Strongly unfavorable"
"57941",85,"Strongly Favorable"
"57942",0,"Strongly unfavorable"
"57943",0,"Strongly unfavorable"
"57944",49,"Unfavorable"
"57945",50,"Unfavorable"
"57946",52,"Lightly Favorable"
"57947",10,"Strongly unfavorable"
"57948",9,"Strongly unfavorable"
"57949",65,"Lightly Favorable"
"57950",70,"Lightly Favorable"
"57951",5,"Strongly unfavorable"
"57952",90,"Strongly Favorable"
"57953",22,"Strongly unfavorable"
"57954",40,"Unfavorable"
"57955",0,"Strongly unfavorable"
"57956",75,"Lightly Favorable"
"57957",79,"Strongly Favorable"
"57958",35,"Unfavorable"
"57959",100,"Strongly Favorable"
"57960",1,"Strongly unfavorable"
"57961",75,"Lightly Favorable"
"57962",97,"Strongly Favorable"
"57963",71,"Lightly Favorable"
"57964",61,"Lightly Favorable"
"57965",12,"Strongly unfavorable"
"57966",52,"Lightly Favorable"
"57967",73,"Lightly Favorable"
"57968",100,"Strongly Favorable"
"57969",100,"Strongly Favorable"
"57970",31,"Unfavorable"
"57971",1,"Strongly unfavorable"
"57972",10,"Strongly unfavorable"
"57973",50,"Unfavorable"
"57974",80,"Strongly Favorable"
"57975",48,"Unfavorable"
"57976",16,"Strongly unfavorable"
"57977",90,"Strongly Favorable"
"57978",0,"Strongly unfavorable"
"57979",18,"Strongly unfavorable"
"57980",80,"Strongly Favorable"
"57981",0,"Strongly unfavorable"
"57982",52,"Lightly Favorable"
"57983",77,"Strongly Favorable"
"57984",52,"Lightly Favorable"
"57985",20,"Strongly unfavorable"
"57986",67,"Lightly Favorable"
"57987",4,"Strongly unfavorable"
"57988",10,"Strongly unfavorable"
"57989",100,"Strongly Favorable"
"57990",100,"Strongly Favorable"
"57991",3,"Strongly unfavorable"
"57992",10,"Strongly unfavorable"
"57993",5,"Strongly unfavorable"
"57994",40,"Unfavorable"
"57995",40,"Unfavorable"
"57996",95,"Strongly Favorable"
"57997",50,"Unfavorable"
"57998",48,"Unfavorable"
"57999",66,"Lightly Favorable"
"58000",48,"Unfavorable"
"58001",4,"Strongly unfavorable"
"58002",100,"Strongly Favorable"
"58003",90,"Strongly Favorable"
"58004",1,"Strongly unfavorable"
"58005",100,"Strongly Favorable"
"58006",82,"Strongly Favorable"
"58007",70,"Lightly Favorable"
"58008",78,"Strongly Favorable"
"58009",50,"Unfavorable"
"58010",30,"Unfavorable"
"58011",51,"Lightly Favorable"
"58012",28,"Unfavorable"
"58013",40,"Unfavorable"
"58014",87,"Strongly Favorable"
"58015",50,"Unfavorable"
"58016",1,"Strongly unfavorable"
"58017",77,"Strongly Favorable"
"58018",90,"Strongly Favorable"
"58019",0,"Strongly unfavorable"
"58020",50,"Unfavorable"
"58021",100,"Strongly Favorable"
"58022",78,"Strongly Favorable"
"58023",8,"Strongly unfavorable"
"58024",60,"Lightly Favorable"
"58025",10,"Strongly unfavorable"
"58026",51,"Lightly Favorable"
"58027",2,"Strongly unfavorable"
"58028",50,"Unfavorable"
"58029",56,"Lightly Favorable"
"58030",21,"Strongly unfavorable"
"58031",71,"Lightly Favorable"
"58032",75,"Lightly Favorable"
"58033",80,"Strongly Favorable"
"58034",97,"Strongly Favorable"
"58035",100,"Strongly Favorable"
"58036",56,"Lightly Favorable"
"58037",25,"Strongly unfavorable"
"58038",53,"Lightly Favorable"
"58039",72,"Lightly Favorable"
"58040",87,"Strongly Favorable"
"58041",75,"Lightly Favorable"
"58042",0,"Strongly unfavorable"
"58043",99,"Strongly Favorable"
"58044",13,"Strongly unfavorable"
"58045",51,"Lightly Favorable"
"58046",96,"Strongly Favorable"
"58047",85,"Strongly Favorable"
"58048",40,"Unfavorable"
"58049",100,"Strongly Favorable"
"58050",97,"Strongly Favorable"
"58051",55,"Lightly Favorable"
"58052",30,"Unfavorable"
"58053",1,"Strongly unfavorable"
"58054",63,"Lightly Favorable"
"58055",100,"Strongly Favorable"
"58056",20,"Strongly unfavorable"
"58057",63,"Lightly Favorable"
"58058",79,"Strongly Favorable"
"58059",88,"Strongly Favorable"
"58060",30,"Unfavorable"
"58061",5,"Strongly unfavorable"
"58062",36,"Unfavorable"
"58063",28,"Unfavorable"
"58064",90,"Strongly Favorable"
"58065",50,"Unfavorable"
"58066",50,"Unfavorable"
"58067",3,"Strongly unfavorable"
"58068",80,"Strongly Favorable"
"58069",56,"Lightly Favorable"
"58070",80,"Strongly Favorable"
"58071",26,"Unfavorable"
"58072",0,"Strongly unfavorable"
"58073",91,"Strongly Favorable"
"58074",50,"Unfavorable"
"58075",39,"Unfavorable"
"58076",36,"Unfavorable"
"58077",12,"Strongly unfavorable"
"58078",90,"Strongly Favorable"
"58079",15,"Strongly unfavorable"
"58080",95,"Strongly Favorable"
"58081",5,"Strongly unfavorable"
"58082",100,"Strongly Favorable"
"58083",3,"Strongly unfavorable"
"58084",17,"Strongly unfavorable"
"58085",74,"Lightly Favorable"
"58086",49,"Unfavorable"
"58087",80,"Strongly Favorable"
"58088",8,"Strongly unfavorable"
"58089",100,"Strongly Favorable"
"58090",40,"Unfavorable"
"58091",44,"Unfavorable"
"58092",92,"Strongly Favorable"
"58093",46,"Unfavorable"
"58094",51,"Lightly Favorable"
"58095",91,"Strongly Favorable"
"58096",92,"Strongly Favorable"
"58097",12,"Strongly unfavorable"
"58098",84,"Strongly Favorable"
"58099",43,"Unfavorable"
"58100",74,"Lightly Favorable"
"58101",52,"Lightly Favorable"
"58102",0,"Strongly unfavorable"
"58103",41,"Unfavorable"
"58104",92,"Strongly Favorable"
"58105",46,"Unfavorable"
"58106",11,"Strongly unfavorable"
"58107",10,"Strongly unfavorable"
"58108",75,"Lightly Favorable"
"58109",19,"Strongly unfavorable"
"58110",100,"Strongly Favorable"
"58111",50,"Unfavorable"
"58112",25,"Strongly unfavorable"
"58113",26,"Unfavorable"
"58114",13,"Strongly unfavorable"
"58115",87,"Strongly Favorable"
"58116",22,"Strongly unfavorable"
"58117",59,"Lightly Favorable"
"58118",53,"Lightly Favorable"
"58119",25,"Strongly unfavorable"
"58120",81,"Strongly Favorable"
"58121",70,"Lightly Favorable"
"58122",20,"Strongly unfavorable"
"58123",100,"Strongly Favorable"
"58124",51,"Lightly Favorable"
"58125",40,"Unfavorable"
"58126",33,"Unfavorable"
"58127",72,"Lightly Favorable"
"58128",50,"Unfavorable"
"58129",19,"Strongly unfavorable"
"58130",19,"Strongly unfavorable"
"58131",59,"Lightly Favorable"
"58132",18,"Strongly unfavorable"
"58133",30,"Unfavorable"
"58134",1,"Strongly unfavorable"
"58135",0,"Strongly unfavorable"
"58136",40,"Unfavorable"
"58137",30,"Unfavorable"
"58138",30,"Unfavorable"
"58139",6,"Strongly unfavorable"
"58140",51,"Lightly Favorable"
"58141",70,"Lightly Favorable"
"58142",40,"Unfavorable"
"58143",2,"Strongly unfavorable"
"58144",95,"Strongly Favorable"
"58145",60,"Lightly Favorable"
"58146",95,"Strongly Favorable"
"58147",90,"Strongly Favorable"
"58148",58,"Lightly Favorable"
"58149",26,"Unfavorable"
"58150",30,"Unfavorable"
"58151",20,"Strongly unfavorable"
"58152",0,"Strongly unfavorable"
"58153",100,"Strongly Favorable"
"58154",23,"Strongly unfavorable"
"58155",33,"Unfavorable"
"58156",84,"Strongly Favorable"
"58157",100,"Strongly Favorable"
"58158",30,"Unfavorable"
"58159",35,"Unfavorable"
"58160",61,"Lightly Favorable"
"58161",11,"Strongly unfavorable"
"58162",0,"Strongly unfavorable"
"58163",96,"Strongly Favorable"
"58164",53,"Lightly Favorable"
"58165",90,"Strongly Favorable"
"58166",100,"Strongly Favorable"
"58167",63,"Lightly Favorable"
"58168",9,"Strongly unfavorable"
"58169",83,"Strongly Favorable"
"58170",6,"Strongly unfavorable"
"58171",1,"Strongly unfavorable"
"58172",4,"Strongly unfavorable"
"58173",31,"Unfavorable"
"58174",52,"Lightly Favorable"
"58175",50,"Unfavorable"
"58176",30,"Unfavorable"
"58177",22,"Strongly unfavorable"
"58178",64,"Lightly Favorable"
"58179",77,"Strongly Favorable"
"58180",48,"Unfavorable"
"58181",1,"Strongly unfavorable"
"58182",60,"Lightly Favorable"
"58183",50,"Unfavorable"
"58184",76,"Strongly Favorable"
"58185",64,"Lightly Favorable"
"58186",57,"Lightly Favorable"
"58187",84,"Strongly Favorable"
"58188",1,"Strongly unfavorable"
"58189",22,"Strongly unfavorable"
"58190",75,"Lightly Favorable"
"58191",81,"Strongly Favorable"
"58192",50,"Unfavorable"
"58193",81,"Strongly Favorable"
"58194",3,"Strongly unfavorable"
"58195",22,"Strongly unfavorable"
"58196",17,"Strongly unfavorable"
"58197",53,"Lightly Favorable"
"58198",47,"Unfavorable"
"58199",43,"Unfavorable"
"58200",87,"Strongly Favorable"
"58201",100,"Strongly Favorable"
"58202",0,"Strongly unfavorable"
"58203",100,"Strongly Favorable"
