"","score","asfeeling"
"56731",59,"Lightly Favorable"
"56732",5,"Strongly unfavorable"
"56733",90,"Strongly Favorable"
"56734",36,"Unfavorable"
"56735",52,"Lightly Favorable"
"56736",79,"Strongly Favorable"
"56737",13,"Strongly unfavorable"
"56738",18,"Strongly unfavorable"
"56739",100,"Strongly Favorable"
"56740",76,"Strongly Favorable"
"56741",52,"Lightly Favorable"
"56742",19,"Strongly unfavorable"
"56743",49,"Unfavorable"
"56744",99,"Strongly Favorable"
"56745",99,"Strongly Favorable"
"56746",50,"Unfavorable"
"56747",74,"Lightly Favorable"
"56748",50,"Unfavorable"
"56749",29,"Unfavorable"
"56750",28,"Unfavorable"
"56751",98,"Strongly Favorable"
"56752",47,"Unfavorable"
"56753",82,"Strongly Favorable"
"56754",100,"Strongly Favorable"
"56755",44,"Unfavorable"
"56756",51,"Lightly Favorable"
"56757",75,"Lightly Favorable"
"56758",88,"Strongly Favorable"
"56759",0,"Strongly unfavorable"
"56760",10,"Strongly unfavorable"
"56761",61,"Lightly Favorable"
"56762",75,"Lightly Favorable"
"56763",88,"Strongly Favorable"
"56764",6,"Strongly unfavorable"
"56765",43,"Unfavorable"
"56766",53,"Lightly Favorable"
"56767",96,"Strongly Favorable"
"56768",100,"Strongly Favorable"
"56769",81,"Strongly Favorable"
"56770",46,"Unfavorable"
"56771",51,"Lightly Favorable"
"56772",3,"Strongly unfavorable"
"56773",96,"Strongly Favorable"
"56774",2,"Strongly unfavorable"
"56775",50,"Unfavorable"
"56776",32,"Unfavorable"
"56777",89,"Strongly Favorable"
"56778",24,"Strongly unfavorable"
"56779",47,"Unfavorable"
"56780",26,"Unfavorable"
"56781",1,"Strongly unfavorable"
"56782",41,"Unfavorable"
"56783",38,"Unfavorable"
"56784",62,"Lightly Favorable"
"56785",27,"Unfavorable"
"56786",91,"Strongly Favorable"
"56787",3,"Strongly unfavorable"
"56788",79,"Strongly Favorable"
"56789",91,"Strongly Favorable"
"56790",2,"Strongly unfavorable"
"56791",2,"Strongly unfavorable"
"56792",63,"Lightly Favorable"
"56793",35,"Unfavorable"
"56794",90,"Strongly Favorable"
"56795",31,"Unfavorable"
"56796",100,"Strongly Favorable"
"56797",72,"Lightly Favorable"
"56798",63,"Lightly Favorable"
"56799",50,"Unfavorable"
"56800",1,"Strongly unfavorable"
"56801",13,"Strongly unfavorable"
"56802",10,"Strongly unfavorable"
"56803",79,"Strongly Favorable"
"56804",46,"Unfavorable"
"56805",76,"Strongly Favorable"
"56806",1,"Strongly unfavorable"
"56807",1,"Strongly unfavorable"
"56808",99,"Strongly Favorable"
"56809",31,"Unfavorable"
"56810",76,"Strongly Favorable"
"56811",9,"Strongly unfavorable"
"56812",100,"Strongly Favorable"
"56813",52,"Lightly Favorable"
"56814",28,"Unfavorable"
"56815",0,"Strongly unfavorable"
"56816",1,"Strongly unfavorable"
"56817",61,"Lightly Favorable"
"56818",79,"Strongly Favorable"
"56819",31,"Unfavorable"
"56820",57,"Lightly Favorable"
"56821",50,"Unfavorable"
"56822",97,"Strongly Favorable"
"56823",76,"Strongly Favorable"
"56824",63,"Lightly Favorable"
"56825",4,"Strongly unfavorable"
"56826",51,"Lightly Favorable"
"56827",50,"Unfavorable"
"56828",4,"Strongly unfavorable"
"56829",69,"Lightly Favorable"
"56830",100,"Strongly Favorable"
"56831",100,"Strongly Favorable"
"56832",42,"Unfavorable"
"56833",0,"Strongly unfavorable"
"56834",50,"Unfavorable"
"56835",99,"Strongly Favorable"
"56836",11,"Strongly unfavorable"
"56837",13,"Strongly unfavorable"
"56838",0,"Strongly unfavorable"
"56839",3,"Strongly unfavorable"
"56840",51,"Lightly Favorable"
"56841",50,"Unfavorable"
"56842",84,"Strongly Favorable"
"56843",6,"Strongly unfavorable"
"56844",89,"Strongly Favorable"
"56845",51,"Lightly Favorable"
"56846",50,"Unfavorable"
"56847",1,"Strongly unfavorable"
"56848",3,"Strongly unfavorable"
"56849",57,"Lightly Favorable"
"56850",70,"Lightly Favorable"
"56851",50,"Unfavorable"
"56852",55,"Lightly Favorable"
"56853",23,"Strongly unfavorable"
"56854",1,"Strongly unfavorable"
"56855",100,"Strongly Favorable"
"56856",69,"Lightly Favorable"
"56857",94,"Strongly Favorable"
"56858",50,"Unfavorable"
"56859",3,"Strongly unfavorable"
"56860",11,"Strongly unfavorable"
"56861",28,"Unfavorable"
"56862",29,"Unfavorable"
"56863",49,"Unfavorable"
"56864",26,"Unfavorable"
"56865",20,"Strongly unfavorable"
"56866",14,"Strongly unfavorable"
"56867",20,"Strongly unfavorable"
"56868",100,"Strongly Favorable"
"56869",83,"Strongly Favorable"
"56870",76,"Strongly Favorable"
"56871",82,"Strongly Favorable"
"56872",88,"Strongly Favorable"
"56873",81,"Strongly Favorable"
"56874",21,"Strongly unfavorable"
"56875",50,"Unfavorable"
"56876",30,"Unfavorable"
"56877",59,"Lightly Favorable"
"56878",21,"Strongly unfavorable"
"56879",19,"Strongly unfavorable"
"56880",55,"Lightly Favorable"
"56881",99,"Strongly Favorable"
"56882",41,"Unfavorable"
"56883",59,"Lightly Favorable"
"56884",51,"Lightly Favorable"
"56885",100,"Strongly Favorable"
"56886",50,"Unfavorable"
"56887",79,"Strongly Favorable"
"56888",20,"Strongly unfavorable"
"56889",72,"Lightly Favorable"
"56890",100,"Strongly Favorable"
"56891",60,"Lightly Favorable"
"56892",10,"Strongly unfavorable"
"56893",5,"Strongly unfavorable"
"56894",27,"Unfavorable"
"56895",10,"Strongly unfavorable"
"56896",9,"Strongly unfavorable"
"56897",18,"Strongly unfavorable"
"56898",1,"Strongly unfavorable"
"56899",95,"Strongly Favorable"
"56900",94,"Strongly Favorable"
"56901",1,"Strongly unfavorable"
"56902",2,"Strongly unfavorable"
"56903",49,"Unfavorable"
"56904",40,"Unfavorable"
"56905",100,"Strongly Favorable"
"56906",100,"Strongly Favorable"
"56907",61,"Lightly Favorable"
"56908",10,"Strongly unfavorable"
"56909",79,"Strongly Favorable"
"56910",0,"Strongly unfavorable"
"56911",50,"Unfavorable"
"56912",41,"Unfavorable"
"56913",6,"Strongly unfavorable"
"56914",100,"Strongly Favorable"
"56915",15,"Strongly unfavorable"
"56916",19,"Strongly unfavorable"
"56917",22,"Strongly unfavorable"
"56918",50,"Unfavorable"
"56919",31,"Unfavorable"
"56920",74,"Lightly Favorable"
"56921",24,"Strongly unfavorable"
"56922",21,"Strongly unfavorable"
"56923",11,"Strongly unfavorable"
"56924",22,"Strongly unfavorable"
"56925",9,"Strongly unfavorable"
"56926",76,"Strongly Favorable"
"56927",100,"Strongly Favorable"
"56928",50,"Unfavorable"
"56929",50,"Unfavorable"
"56930",25,"Strongly unfavorable"
"56931",12,"Strongly unfavorable"
"56932",0,"Strongly unfavorable"
"56933",50,"Unfavorable"
"56934",11,"Strongly unfavorable"
"56935",18,"Strongly unfavorable"
"56936",99,"Strongly Favorable"
"56937",52,"Lightly Favorable"
"56938",50,"Unfavorable"
"56939",0,"Strongly unfavorable"
"56940",21,"Strongly unfavorable"
"56941",10,"Strongly unfavorable"
"56942",100,"Strongly Favorable"
"56943",79,"Strongly Favorable"
"56944",86,"Strongly Favorable"
"56945",99,"Strongly Favorable"
"56946",100,"Strongly Favorable"
"56947",92,"Strongly Favorable"
"56948",87,"Strongly Favorable"
"56949",71,"Lightly Favorable"
"56950",71,"Lightly Favorable"
"56951",3,"Strongly unfavorable"
"56952",33,"Unfavorable"
"56953",50,"Unfavorable"
"56954",20,"Strongly unfavorable"
"56955",99,"Strongly Favorable"
"56956",62,"Lightly Favorable"
"56957",49,"Unfavorable"
"56958",55,"Lightly Favorable"
"56959",1,"Strongly unfavorable"
"56960",49,"Unfavorable"
"56961",40,"Unfavorable"
"56962",52,"Lightly Favorable"
"56963",39,"Unfavorable"
"56964",66,"Lightly Favorable"
"56965",47,"Unfavorable"
"56966",25,"Strongly unfavorable"
"56967",79,"Strongly Favorable"
"56968",50,"Unfavorable"
"56969",20,"Strongly unfavorable"
"56970",47,"Unfavorable"
"56971",97,"Strongly Favorable"
"56972",2,"Strongly unfavorable"
"56973",91,"Strongly Favorable"
"56974",13,"Strongly unfavorable"
"56975",13,"Strongly unfavorable"
"56976",86,"Strongly Favorable"
"56977",60,"Lightly Favorable"
"56978",61,"Lightly Favorable"
"56979",0,"Strongly unfavorable"
"56980",90,"Strongly Favorable"
"56981",99,"Strongly Favorable"
"56982",5,"Strongly unfavorable"
"56983",94,"Strongly Favorable"
"56984",51,"Lightly Favorable"
"56985",92,"Strongly Favorable"
"56986",50,"Unfavorable"
"56987",76,"Strongly Favorable"
"56988",50,"Unfavorable"
"56989",100,"Strongly Favorable"
"56990",52,"Lightly Favorable"
"56991",3,"Strongly unfavorable"
"56992",91,"Strongly Favorable"
"56993",20,"Strongly unfavorable"
"56994",10,"Strongly unfavorable"
"56995",0,"Strongly unfavorable"
"56996",69,"Lightly Favorable"
"56997",21,"Strongly unfavorable"
"56998",28,"Unfavorable"
"56999",11,"Strongly unfavorable"
"57000",45,"Unfavorable"
"57001",53,"Lightly Favorable"
"57002",76,"Strongly Favorable"
"57003",18,"Strongly unfavorable"
"57004",51,"Lightly Favorable"
"57005",78,"Strongly Favorable"
"57006",50,"Unfavorable"
"57007",83,"Strongly Favorable"
"57008",28,"Unfavorable"
"57009",84,"Strongly Favorable"
"57010",51,"Lightly Favorable"
"57011",75,"Lightly Favorable"
"57012",73,"Lightly Favorable"
"57013",79,"Strongly Favorable"
"57014",100,"Strongly Favorable"
"57015",88,"Strongly Favorable"
"57016",75,"Lightly Favorable"
"57017",50,"Unfavorable"
"57018",51,"Lightly Favorable"
"57019",78,"Strongly Favorable"
"57020",50,"Unfavorable"
"57021",29,"Unfavorable"
"57022",41,"Unfavorable"
"57023",21,"Strongly unfavorable"
"57024",90,"Strongly Favorable"
"57025",69,"Lightly Favorable"
"57026",51,"Lightly Favorable"
"57027",46,"Unfavorable"
"57028",30,"Unfavorable"
"57029",84,"Strongly Favorable"
"57030",14,"Strongly unfavorable"
"57031",68,"Lightly Favorable"
"57032",98,"Strongly Favorable"
"57033",1,"Strongly unfavorable"
"57034",59,"Lightly Favorable"
"57035",50,"Unfavorable"
"57036",50,"Unfavorable"
"57037",9,"Strongly unfavorable"
"57038",50,"Unfavorable"
"57039",2,"Strongly unfavorable"
"57040",78,"Strongly Favorable"
"57041",100,"Strongly Favorable"
"57042",25,"Strongly unfavorable"
"57043",60,"Lightly Favorable"
"57044",53,"Lightly Favorable"
"57045",90,"Strongly Favorable"
"57046",99,"Strongly Favorable"
"57047",88,"Strongly Favorable"
"57048",9,"Strongly unfavorable"
"57049",19,"Strongly unfavorable"
"57050",6,"Strongly unfavorable"
"57051",15,"Strongly unfavorable"
"57052",73,"Lightly Favorable"
"57053",66,"Lightly Favorable"
"57054",97,"Strongly Favorable"
"57055",50,"Unfavorable"
"57056",97,"Strongly Favorable"
"57057",50,"Unfavorable"
"57058",99,"Strongly Favorable"
"57059",0,"Strongly unfavorable"
"57060",2,"Strongly unfavorable"
"57061",51,"Lightly Favorable"
"57062",1,"Strongly unfavorable"
"57063",41,"Unfavorable"
"57064",46,"Unfavorable"
"57065",56,"Lightly Favorable"
"57066",45,"Unfavorable"
"57067",32,"Unfavorable"
"57068",94,"Strongly Favorable"
"57069",81,"Strongly Favorable"
"57070",89,"Strongly Favorable"
"57071",39,"Unfavorable"
"57072",41,"Unfavorable"
"57073",80,"Strongly Favorable"
"57074",39,"Unfavorable"
"57075",94,"Strongly Favorable"
"57076",51,"Lightly Favorable"
"57077",70,"Lightly Favorable"
"57078",76,"Strongly Favorable"
"57079",8,"Strongly unfavorable"
"57080",43,"Unfavorable"
"57081",13,"Strongly unfavorable"
"57082",78,"Strongly Favorable"
"57083",50,"Unfavorable"
"57084",34,"Unfavorable"
"57085",95,"Strongly Favorable"
"57086",84,"Strongly Favorable"
"57087",60,"Lightly Favorable"
"57088",25,"Strongly unfavorable"
"57089",9,"Strongly unfavorable"
"57090",50,"Unfavorable"
"57091",97,"Strongly Favorable"
"57092",21,"Strongly unfavorable"
"57093",49,"Unfavorable"
"57094",51,"Lightly Favorable"
"57095",41,"Unfavorable"
"57096",9,"Strongly unfavorable"
"57097",30,"Unfavorable"
"57098",80,"Strongly Favorable"
"57099",24,"Strongly unfavorable"
"57100",59,"Lightly Favorable"
"57101",47,"Unfavorable"
"57102",33,"Unfavorable"
"57103",21,"Strongly unfavorable"
"57104",6,"Strongly unfavorable"
"57105",89,"Strongly Favorable"
"57106",100,"Strongly Favorable"
"57107",99,"Strongly Favorable"
"57108",81,"Strongly Favorable"
"57109",52,"Lightly Favorable"
"57110",50,"Unfavorable"
"57111",80,"Strongly Favorable"
"57112",43,"Unfavorable"
"57113",12,"Strongly unfavorable"
"57114",6,"Strongly unfavorable"
"57115",65,"Lightly Favorable"
"57116",50,"Unfavorable"
"57117",17,"Strongly unfavorable"
"57118",30,"Unfavorable"
"57119",51,"Lightly Favorable"
"57120",28,"Unfavorable"
"57121",50,"Unfavorable"
"57122",7,"Strongly unfavorable"
"57123",99,"Strongly Favorable"
"57124",78,"Strongly Favorable"
"57125",95,"Strongly Favorable"
"57126",81,"Strongly Favorable"
"57127",5,"Strongly unfavorable"
"57128",10,"Strongly unfavorable"
"57129",65,"Lightly Favorable"
"57130",58,"Lightly Favorable"
"57131",45,"Unfavorable"
"57132",85,"Strongly Favorable"
"57133",51,"Lightly Favorable"
"57134",89,"Strongly Favorable"
"57135",43,"Unfavorable"
"57136",55,"Lightly Favorable"
"57137",32,"Unfavorable"
"57138",2,"Strongly unfavorable"
"57139",54,"Lightly Favorable"
"57140",69,"Lightly Favorable"
"57141",59,"Lightly Favorable"
"57142",0,"Strongly unfavorable"
"57143",55,"Lightly Favorable"
"57144",44,"Unfavorable"
"57145",52,"Lightly Favorable"
"57146",79,"Strongly Favorable"
"57147",100,"Strongly Favorable"
"57148",77,"Strongly Favorable"
"57149",49,"Unfavorable"
"57150",52,"Lightly Favorable"
"57151",11,"Strongly unfavorable"
"57152",73,"Lightly Favorable"
"57153",98,"Strongly Favorable"
"57154",95,"Strongly Favorable"
"57155",6,"Strongly unfavorable"
"57156",100,"Strongly Favorable"
"57157",100,"Strongly Favorable"
"57158",71,"Lightly Favorable"
"57159",31,"Unfavorable"
"57160",70,"Lightly Favorable"
"57161",99,"Strongly Favorable"
"57162",60,"Lightly Favorable"
"57163",50,"Unfavorable"
"57164",100,"Strongly Favorable"
"57165",0,"Strongly unfavorable"
"57166",47,"Unfavorable"
"57167",79,"Strongly Favorable"
"57168",48,"Unfavorable"
"57169",36,"Unfavorable"
"57170",81,"Strongly Favorable"
"57171",51,"Lightly Favorable"
"57172",97,"Strongly Favorable"
"57173",33,"Unfavorable"
"57174",50,"Unfavorable"
"57175",92,"Strongly Favorable"
"57176",4,"Strongly unfavorable"
"57177",88,"Strongly Favorable"
"57178",0,"Strongly unfavorable"
"57179",48,"Unfavorable"
"57180",100,"Strongly Favorable"
"57181",36,"Unfavorable"
"57182",22,"Strongly unfavorable"
"57183",45,"Unfavorable"
"57184",79,"Strongly Favorable"
"57185",57,"Lightly Favorable"
"57186",30,"Unfavorable"
"57187",54,"Lightly Favorable"
"57188",89,"Strongly Favorable"
"57189",79,"Strongly Favorable"
"57190",2,"Strongly unfavorable"
"57191",71,"Lightly Favorable"
"57192",0,"Strongly unfavorable"
"57193",49,"Unfavorable"
"57194",41,"Unfavorable"
"57195",75,"Lightly Favorable"
"57196",50,"Unfavorable"
"57197",57,"Lightly Favorable"
"57198",100,"Strongly Favorable"
"57199",51,"Lightly Favorable"
"57200",61,"Lightly Favorable"
"57201",100,"Strongly Favorable"
"57202",100,"Strongly Favorable"
"57203",50,"Unfavorable"
"57204",13,"Strongly unfavorable"
"57205",9,"Strongly unfavorable"
"57206",54,"Lightly Favorable"
"57207",79,"Strongly Favorable"
"57208",16,"Strongly unfavorable"
"57209",76,"Strongly Favorable"
"57210",80,"Strongly Favorable"
"57211",95,"Strongly Favorable"
"57212",25,"Strongly unfavorable"
"57213",28,"Unfavorable"
"57214",81,"Strongly Favorable"
"57215",1,"Strongly unfavorable"
"57216",9,"Strongly unfavorable"
"57217",55,"Lightly Favorable"
"57218",3,"Strongly unfavorable"
"57219",80,"Strongly Favorable"
"57220",79,"Strongly Favorable"
"57221",86,"Strongly Favorable"
"57222",71,"Lightly Favorable"
"57223",73,"Lightly Favorable"
"57224",100,"Strongly Favorable"
"57225",11,"Strongly unfavorable"
"57226",75,"Lightly Favorable"
"57227",15,"Strongly unfavorable"
"57228",2,"Strongly unfavorable"
"57229",60,"Lightly Favorable"
"57230",17,"Strongly unfavorable"
"57231",50,"Unfavorable"
"57232",41,"Unfavorable"
"57233",98,"Strongly Favorable"
"57234",0,"Strongly unfavorable"
"57235",56,"Lightly Favorable"
"57236",4,"Strongly unfavorable"
"57237",81,"Strongly Favorable"
"57238",19,"Strongly unfavorable"
"57239",100,"Strongly Favorable"
"57240",50,"Unfavorable"
"57241",52,"Lightly Favorable"
"57242",50,"Unfavorable"
"57243",20,"Strongly unfavorable"
"57244",56,"Lightly Favorable"
"57245",3,"Strongly unfavorable"
"57246",45,"Unfavorable"
"57247",5,"Strongly unfavorable"
"57248",37,"Unfavorable"
"57249",50,"Unfavorable"
"57250",55,"Lightly Favorable"
"57251",50,"Unfavorable"
"57252",80,"Strongly Favorable"
"57253",81,"Strongly Favorable"
"57254",79,"Strongly Favorable"
"57255",89,"Strongly Favorable"
"57256",100,"Strongly Favorable"
"57257",1,"Strongly unfavorable"
"57258",68,"Lightly Favorable"
"57259",80,"Strongly Favorable"
"57260",25,"Strongly unfavorable"
"57261",30,"Unfavorable"
"57262",41,"Unfavorable"
"57263",75,"Lightly Favorable"
"57264",51,"Lightly Favorable"
"57265",0,"Strongly unfavorable"
"57266",80,"Strongly Favorable"
"57267",81,"Strongly Favorable"
"57268",29,"Unfavorable"
"57269",79,"Strongly Favorable"
"57270",20,"Strongly unfavorable"
"57271",60,"Lightly Favorable"
"57272",50,"Unfavorable"
"57273",18,"Strongly unfavorable"
"57274",6,"Strongly unfavorable"
"57275",60,"Lightly Favorable"
"57276",76,"Strongly Favorable"
"57277",2,"Strongly unfavorable"
"57278",4,"Strongly unfavorable"
"57279",50,"Unfavorable"
"57280",36,"Unfavorable"
"57281",3,"Strongly unfavorable"
"57282",89,"Strongly Favorable"
"57283",50,"Unfavorable"
"57284",75,"Lightly Favorable"
"57285",64,"Lightly Favorable"
"57286",2,"Strongly unfavorable"
"57287",30,"Unfavorable"
"57288",60,"Lightly Favorable"
"57289",53,"Lightly Favorable"
"57290",6,"Strongly unfavorable"
"57291",80,"Strongly Favorable"
"57292",79,"Strongly Favorable"
"57293",95,"Strongly Favorable"
"57294",30,"Unfavorable"
"57295",2,"Strongly unfavorable"
"57296",97,"Strongly Favorable"
"57297",87,"Strongly Favorable"
"57298",31,"Unfavorable"
"57299",54,"Lightly Favorable"
"57300",70,"Lightly Favorable"
"57301",100,"Strongly Favorable"
"57302",91,"Strongly Favorable"
"57303",11,"Strongly unfavorable"
"57304",23,"Strongly unfavorable"
"57305",3,"Strongly unfavorable"
"57306",100,"Strongly Favorable"
"57307",100,"Strongly Favorable"
"57308",100,"Strongly Favorable"
"57309",95,"Strongly Favorable"
"57310",85,"Strongly Favorable"
"57311",12,"Strongly unfavorable"
"57312",65,"Lightly Favorable"
"57313",51,"Lightly Favorable"
"57314",88,"Strongly Favorable"
"57315",2,"Strongly unfavorable"
"57316",52,"Lightly Favorable"
"57317",21,"Strongly unfavorable"
"57318",97,"Strongly Favorable"
"57319",31,"Unfavorable"
"57320",42,"Unfavorable"
"57321",24,"Strongly unfavorable"
"57322",91,"Strongly Favorable"
"57323",35,"Unfavorable"
"57324",19,"Strongly unfavorable"
"57325",90,"Strongly Favorable"
"57326",87,"Strongly Favorable"
"57327",90,"Strongly Favorable"
"57328",30,"Unfavorable"
"57329",98,"Strongly Favorable"
"57330",100,"Strongly Favorable"
"57331",40,"Unfavorable"
"57332",50,"Unfavorable"
"57333",30,"Unfavorable"
"57334",50,"Unfavorable"
"57335",32,"Unfavorable"
"57336",52,"Lightly Favorable"
"57337",75,"Lightly Favorable"
"57338",6,"Strongly unfavorable"
"57339",0,"Strongly unfavorable"
"57340",86,"Strongly Favorable"
"57341",77,"Strongly Favorable"
"57342",100,"Strongly Favorable"
"57343",50,"Unfavorable"
"57344",41,"Unfavorable"
"57345",80,"Strongly Favorable"
"57346",66,"Lightly Favorable"
"57347",1,"Strongly unfavorable"
"57348",78,"Strongly Favorable"
"57349",75,"Lightly Favorable"
"57350",10,"Strongly unfavorable"
"57351",32,"Unfavorable"
"57352",59,"Lightly Favorable"
"57353",69,"Lightly Favorable"
"57354",80,"Strongly Favorable"
"57355",30,"Unfavorable"
"57356",92,"Strongly Favorable"
"57357",85,"Strongly Favorable"
"57358",85,"Strongly Favorable"
"57359",29,"Unfavorable"
"57360",90,"Strongly Favorable"
"57361",44,"Unfavorable"
"57362",10,"Strongly unfavorable"
"57363",52,"Lightly Favorable"
"57364",30,"Unfavorable"
"57365",45,"Unfavorable"
"57366",72,"Lightly Favorable"
"57367",29,"Unfavorable"
"57368",1,"Strongly unfavorable"
"57369",90,"Strongly Favorable"
"57370",48,"Unfavorable"
"57371",75,"Lightly Favorable"
"57372",77,"Strongly Favorable"
"57373",10,"Strongly unfavorable"
"57374",50,"Unfavorable"
"57375",75,"Lightly Favorable"
"57376",75,"Lightly Favorable"
"57377",61,"Lightly Favorable"
"57378",52,"Lightly Favorable"
"57379",29,"Unfavorable"
"57380",45,"Unfavorable"
"57381",50,"Unfavorable"
"57382",49,"Unfavorable"
"57383",84,"Strongly Favorable"
"57384",52,"Lightly Favorable"
"57385",52,"Lightly Favorable"
"57386",44,"Unfavorable"
"57387",100,"Strongly Favorable"
"57388",83,"Strongly Favorable"
"57389",14,"Strongly unfavorable"
"57390",50,"Unfavorable"
"57391",86,"Strongly Favorable"
"57392",25,"Strongly unfavorable"
"57393",57,"Lightly Favorable"
"57394",50,"Unfavorable"
"57395",6,"Strongly unfavorable"
"57396",48,"Unfavorable"
"57397",70,"Lightly Favorable"
"57398",45,"Unfavorable"
"57399",100,"Strongly Favorable"
"57400",41,"Unfavorable"
"57401",20,"Strongly unfavorable"
"57402",70,"Lightly Favorable"
"57403",18,"Strongly unfavorable"
"57404",25,"Strongly unfavorable"
"57405",60,"Lightly Favorable"
"57406",90,"Strongly Favorable"
"57407",53,"Lightly Favorable"
"57408",70,"Lightly Favorable"
"57409",71,"Lightly Favorable"
"57410",91,"Strongly Favorable"
"57411",78,"Strongly Favorable"
"57412",53,"Lightly Favorable"
"57413",50,"Unfavorable"
"57414",51,"Lightly Favorable"
"57415",100,"Strongly Favorable"
"57416",56,"Lightly Favorable"
"57417",48,"Unfavorable"
"57418",58,"Lightly Favorable"
"57419",67,"Lightly Favorable"
"57420",78,"Strongly Favorable"
"57421",89,"Strongly Favorable"
"57422",90,"Strongly Favorable"
"57423",39,"Unfavorable"
"57424",50,"Unfavorable"
"57425",52,"Lightly Favorable"
"57426",82,"Strongly Favorable"
"57427",3,"Strongly unfavorable"
"57428",29,"Unfavorable"
"57429",89,"Strongly Favorable"
"57430",31,"Unfavorable"
"57431",79,"Strongly Favorable"
"57432",49,"Unfavorable"
"57433",50,"Unfavorable"
"57434",76,"Strongly Favorable"
"57435",100,"Strongly Favorable"
"57436",60,"Lightly Favorable"
"57437",50,"Unfavorable"
"57438",80,"Strongly Favorable"
"57439",52,"Lightly Favorable"
"57440",71,"Lightly Favorable"
"57441",79,"Strongly Favorable"
"57442",34,"Unfavorable"
"57443",36,"Unfavorable"
"57444",100,"Strongly Favorable"
"57445",59,"Lightly Favorable"
"57446",99,"Strongly Favorable"
"57447",72,"Lightly Favorable"
"57448",93,"Strongly Favorable"
"57449",41,"Unfavorable"
"57450",30,"Unfavorable"
"57451",75,"Lightly Favorable"
"57452",34,"Unfavorable"
"57453",88,"Strongly Favorable"
"57454",14,"Strongly unfavorable"
"57455",50,"Unfavorable"
"57456",90,"Strongly Favorable"
"57457",56,"Lightly Favorable"
"57458",52,"Lightly Favorable"
"57459",62,"Lightly Favorable"
"57460",2,"Strongly unfavorable"
"57461",57,"Lightly Favorable"
"57462",82,"Strongly Favorable"
"57463",50,"Unfavorable"
"57464",10,"Strongly unfavorable"
"57465",56,"Lightly Favorable"
"57466",99,"Strongly Favorable"
"57467",60,"Lightly Favorable"
"57468",31,"Unfavorable"
"57469",5,"Strongly unfavorable"
"57470",100,"Strongly Favorable"
"57471",82,"Strongly Favorable"
"57472",8,"Strongly unfavorable"
"57473",100,"Strongly Favorable"
"57474",58,"Lightly Favorable"
"57475",76,"Strongly Favorable"
"57476",49,"Unfavorable"
"57477",85,"Strongly Favorable"
"57478",20,"Strongly unfavorable"
"57479",84,"Strongly Favorable"
"57480",50,"Unfavorable"
"57481",81,"Strongly Favorable"
"57482",59,"Lightly Favorable"
"57483",92,"Strongly Favorable"
"57484",57,"Lightly Favorable"
"57485",56,"Lightly Favorable"
"57486",29,"Unfavorable"
"57487",15,"Strongly unfavorable"
"57488",75,"Lightly Favorable"
"57489",47,"Unfavorable"
"57490",65,"Lightly Favorable"
"57491",53,"Lightly Favorable"
"57492",100,"Strongly Favorable"
"57493",11,"Strongly unfavorable"
"57494",99,"Strongly Favorable"
"57495",70,"Lightly Favorable"
"57496",38,"Unfavorable"
"57497",36,"Unfavorable"
"57498",90,"Strongly Favorable"
"57499",78,"Strongly Favorable"
"57500",70,"Lightly Favorable"
"57501",18,"Strongly unfavorable"
"57502",99,"Strongly Favorable"
"57503",90,"Strongly Favorable"
"57504",51,"Lightly Favorable"
"57505",91,"Strongly Favorable"
"57506",95,"Strongly Favorable"
"57507",50,"Unfavorable"
"57508",70,"Lightly Favorable"
"57509",20,"Strongly unfavorable"
"57510",98,"Strongly Favorable"
"57511",50,"Unfavorable"
"57512",13,"Strongly unfavorable"
"57513",81,"Strongly Favorable"
"57514",50,"Unfavorable"
"57515",10,"Strongly unfavorable"
"57516",80,"Strongly Favorable"
"57517",4,"Strongly unfavorable"
"57518",69,"Lightly Favorable"
"57519",77,"Strongly Favorable"
"57520",28,"Unfavorable"
"57521",61,"Lightly Favorable"
"57522",99,"Strongly Favorable"
"57523",53,"Lightly Favorable"
"57524",27,"Unfavorable"
"57525",80,"Strongly Favorable"
"57526",30,"Unfavorable"
"57527",48,"Unfavorable"
"57528",100,"Strongly Favorable"
"57529",100,"Strongly Favorable"
"57530",50,"Unfavorable"
"57531",74,"Lightly Favorable"
"57532",74,"Lightly Favorable"
"57533",94,"Strongly Favorable"
"57534",60,"Lightly Favorable"
"57535",100,"Strongly Favorable"
"57536",80,"Strongly Favorable"
"57537",85,"Strongly Favorable"
"57538",53,"Lightly Favorable"
"57539",25,"Strongly unfavorable"
"57540",10,"Strongly unfavorable"
"57541",52,"Lightly Favorable"
"57542",94,"Strongly Favorable"
"57543",44,"Unfavorable"
"57544",51,"Lightly Favorable"
"57545",10,"Strongly unfavorable"
"57546",50,"Unfavorable"
"57547",80,"Strongly Favorable"
"57548",0,"Strongly unfavorable"
"57549",100,"Strongly Favorable"
"57550",53,"Lightly Favorable"
"57551",72,"Lightly Favorable"
"57552",6,"Strongly unfavorable"
"57553",50,"Unfavorable"
"57554",20,"Strongly unfavorable"
"57555",74,"Lightly Favorable"
"57556",69,"Lightly Favorable"
"57557",39,"Unfavorable"
"57558",1,"Strongly unfavorable"
"57559",49,"Unfavorable"
"57560",50,"Unfavorable"
"57561",50,"Unfavorable"
"57562",70,"Lightly Favorable"
"57563",72,"Lightly Favorable"
"57564",76,"Strongly Favorable"
"57565",90,"Strongly Favorable"
